,year,avg_vote,genre_1,genre_2,genre_2
55283,2008,6.4,Biography,Drama,Family
55284,2008,7.1,Drama,,
55285,2007,7.0,Drama,Romance,
55286,2008,4.0,Action,Adventure,Drama
55287,2020,5.9,Comedy,Drama,Romance
55288,2012,6.2,Comedy,Romance,
55289,2020,6.7,Animation,Adventure,Family
55290,2013,3.3,Action,Comedy,Horror
55291,2010,5.5,Comedy,Crime,
55292,2008,4.8,Romance,,
55293,2010,6.2,Comedy,Drama,Family
55294,2009,6.2,Comedy,,
55295,2010,6.9,Comedy,Drama,
55296,2008,6.7,Drama,Family,
55297,2008,5.2,Comedy,,
55298,2009,1.6,Animation,Drama,Sci-Fi
55299,2010,3.1,Crime,Drama,Thriller
55300,2010,6.6,Drama,Thriller,
55301,2020,5.6,Comedy,Drama,
55302,2008,4.4,Drama,Western,
55303,2009,3.8,Comedy,Horror,
55304,2008,2.8,Adventure,Horror,Thriller
55305,2008,6.3,Drama,,
55306,2019,5.3,Drama,Mystery,Thriller
55307,2013,6.4,Comedy,Drama,Romance
55308,2013,6.8,Biography,Comedy,Drama
55309,2009,5.4,Crime,Drama,Thriller
55310,2020,9.8,Drama,Romance,
55311,2009,7.4,Action,Crime,Drama
55312,2009,6.4,Drama,,
55313,2009,5.8,Comedy,Crime,Drama
55314,2007,3.1,Horror,,
55315,2008,5.3,Drama,Sport,
55316,2011,5.0,Comedy,Drama,
55317,2010,6.1,Action,Drama,Romance
55318,2009,5.0,Drama,Romance,Thriller
55319,2008,3.4,Comedy,Sci-Fi,
55320,2008,6.8,Drama,,
55321,2009,5.7,Action,Drama,Thriller
55322,2014,7.3,Drama,,
55323,2008,7.1,Drama,Romance,
55324,2009,5.1,Action,Drama,Sport
55325,2007,7.5,Comedy,,
55326,2011,6.3,Drama,,
55327,2007,6.8,Drama,War,
55328,2009,3.2,Horror,Sci-Fi,Thriller
55329,2014,6.0,Comedy,Drama,
55330,2008,6.7,Action,Drama,History
55331,2009,6.2,Comedy,,
55332,2008,7.0,Action,Romance,
55333,2009,7.1,Drama,,
55334,2009,5.7,Action,Comedy,Horror
55335,2008,6.1,Comedy,Drama,
55336,2008,4.4,Drama,,
55337,2008,5.3,Drama,,
55338,2009,6.9,Comedy,,
55339,2010,4.7,Drama,War,
55340,2009,4.9,Drama,Mystery,Romance
55341,2009,5.4,Comedy,,
55342,2013,3.3,Animation,Adventure,Comedy
55343,2008,4.9,Action,,
55344,2008,4.4,Comedy,Romance,
55345,2008,5.3,Drama,Romance,
55346,2009,7.0,Drama,,
55347,2009,5.7,Comedy,Drama,
55348,2010,6.3,Comedy,Drama,
55349,2009,5.9,Drama,,
55350,2009,6.3,Comedy,Drama,
55351,2007,6.2,Crime,Mystery,Thriller
55352,2009,5.0,Action,Crime,Mystery
55353,2011,8.1,Adventure,Drama,Fantasy
55354,2008,6.5,Drama,,
55355,2009,4.5,Action,Fantasy,
55356,2008,4.2,Drama,,
55357,2008,2.7,Sci-Fi,Western,
55358,2020,8.1,Fantasy,Sci-Fi,Thriller
55359,2009,3.5,Action,Thriller,
55360,2008,6.5,Comedy,Drama,
55361,2009,6.6,Mystery,Thriller,
55362,2009,6.8,Comedy,Crime,Drama
55363,2009,6.6,Comedy,,
55364,2009,6.0,Drama,Thriller,
55365,2008,5.2,Drama,,
55366,2008,5.1,Action,Adventure,
55367,2008,6.8,Drama,Sport,
55368,2009,4.5,Comedy,Drama,Sport
55369,2008,5.7,Drama,,
55370,2009,3.7,Adventure,Horror,Thriller
55371,2009,5.5,Comedy,Drama,
55372,2020,5.4,Drama,Thriller,
55373,2020,2.8,Action,Fantasy,
55374,2008,5.3,Comedy,Drama,
55375,2001,8.3,Comedy,Romance,
55376,2011,3.4,Comedy,,
55377,2011,7.6,Drama,,
55378,2011,7.1,Adventure,Comedy,Family
55379,2008,6.6,Drama,,
55380,2009,6.7,Drama,Romance,
55381,2008,4.7,Horror,Thriller,
55382,2008,5.3,Crime,Drama,Mystery
55383,2008,4.6,Comedy,Romance,
55384,2009,4.7,Drama,Horror,Thriller
55385,2013,6.6,Comedy,Drama,
55386,2014,4.5,Horror,Mystery,Thriller
55387,2009,6.3,Drama,Romance,
55388,2008,6.1,Romance,,
55389,2009,3.8,Action,Thriller,
55390,2008,8.1,Drama,,
55391,2009,7.2,Biography,,
55392,2013,5.9,Comedy,Drama,
55393,2009,6.3,Comedy,Romance,
55394,2014,6.2,Action,Drama,Thriller
55395,2008,7.0,Comedy,Drama,Romance
55396,2008,6.7,Comedy,Music,
55397,2011,5.6,Comedy,Drama,
55398,2008,5.0,Comedy,,
55399,2020,1.7,Action,Horror,Sci-Fi
55400,2008,4.3,Action,Crime,Mystery
55401,2007,7.1,Drama,,
55402,2008,4.2,Horror,Mystery,Thriller
55403,2009,4.7,Action,Crime,Drama
55404,2008,6.2,Crime,Drama,Thriller
55405,2008,7.5,Drama,,
55406,2008,7.1,Animation,Action,Comedy
55407,2008,6.0,Comedy,Crime,Mystery
55408,2009,6.2,Drama,,
55409,2009,5.7,Crime,Drama,Thriller
55410,2011,5.2,Comedy,,
55411,2008,5.8,Drama,,
55412,2009,6.2,Drama,Family,
55413,2009,6.7,Drama,Music,
55414,2009,3.6,Animation,Adventure,Family
55415,2013,6.8,Action,Crime,Drama
55416,2007,5.6,Animation,Action,Adventure
55417,2009,2.9,Action,Horror,
55418,2019,6.1,Action,Thriller,
55419,2008,4.8,Comedy,,
55420,2008,3.9,Thriller,,
55421,2009,5.9,Comedy,Drama,
55422,2009,5.3,Drama,Music,
55423,2009,6.8,Drama,,
55424,2012,4.6,Comedy,Crime,
55425,2009,4.6,Family,,
55426,2010,5.7,Crime,Drama,Thriller
55427,2008,7.0,Comedy,,
55428,2009,6.1,Drama,Romance,
55429,2009,6.6,Drama,,
55430,2009,3.7,Action,Comedy,
55431,2009,5.5,Comedy,Drama,
55432,2009,5.1,Biography,Drama,War
55433,2009,3.8,Thriller,,
55434,2008,4.8,Comedy,Drama,Romance
55435,2009,4.1,Horror,Thriller,
55436,2009,5.2,Drama,,
55437,2008,5.8,Comedy,Drama,
55438,2009,6.7,Drama,Mystery,
55439,2009,5.3,Comedy,Drama,
55440,2008,2.6,Adventure,Comedy,Crime
55441,2020,6.2,Animation,Comedy,Family
55442,2020,3.5,Comedy,Fantasy,Horror
55443,2010,6.6,Drama,,
55444,2009,6.7,Action,Crime,Drama
55445,2010,5.4,Drama,,
55446,2009,5.1,Comedy,Crime,Music
55447,2008,5.1,Drama,,
55448,2009,5.4,Adventure,Comedy,
55449,2007,5.1,Crime,Drama,Romance
55450,2008,4.5,Animation,Adventure,Comedy
55451,2011,7.6,Biography,Drama,Sport
55452,2008,6.5,Comedy,Drama,Romance
55453,2008,7.3,Comedy,Drama,
55454,2009,5.1,Drama,Thriller,
55455,2008,6.4,Comedy,Drama,
55456,2008,4.9,Comedy,Drama,
55457,2009,5.6,Action,Drama,Thriller
55458,2006,6.8,Drama,Mystery,Thriller
55459,2008,6.8,Romance,,
55460,2013,6.4,Action,Adventure,Comedy
55461,2008,7.0,Comedy,Romance,
55462,2008,6.5,Drama,,
55463,2011,4.9,Drama,Thriller,
55464,2020,7.5,Drama,Romance,
55465,2016,7.5,Action,Adventure,Fantasy
55466,2012,6.3,Drama,,
55467,2013,6.7,Action,Thriller,
55468,2011,3.4,Animation,,
55469,2009,3.8,Horror,,
55470,2001,5.4,Action,Drama,
55471,1992,4.0,Action,,
55472,1992,4.4,Comedy,,
55473,1999,3.7,Action,Drama,
55474,1994,6.4,Action,,
55475,2000,6.3,Action,Drama,
55476,2008,3.1,Comedy,,
55477,2008,5.8,Drama,Romance,
55478,2010,6.4,Drama,Fantasy,Romance
55479,2016,6.6,Biography,Drama,History
55480,2010,5.4,Comedy,Romance,
55481,2010,3.7,Action,,
55482,2012,7.3,Crime,Drama,
55483,2009,5.8,Crime,Drama,
55484,2010,5.5,Drama,,
55485,2010,5.4,Comedy,Drama,Family
55486,2009,7.3,Drama,,
55487,2009,6.3,Drama,Family,Music
55488,2009,4.4,Action,Comedy,Crime
55489,2010,5.2,Animation,Adventure,Comedy
55490,2007,5.7,Comedy,Romance,
55491,2009,6.1,Drama,Thriller,
55492,2009,6.2,Comedy,Romance,
55493,2018,7.3,Biography,Drama,History
55494,2008,1.9,Comedy,,
55495,2009,6.4,Drama,Fantasy,Romance
55496,2010,6.2,Crime,Drama,
55497,2009,5.4,Adventure,Comedy,Drama
55498,2013,7.0,Comedy,Sci-Fi,
55499,2008,6.8,Biography,Drama,
55500,2009,5.6,Comedy,Romance,
55501,2008,7.4,Comedy,,
55502,2007,5.6,Crime,Drama,Horror
55503,2009,6.8,Drama,,
55504,2008,4.3,Romance,,
55505,2008,4.4,Comedy,,
55506,2008,6.5,Drama,War,
55507,2009,6.6,Drama,Romance,
55508,2008,5.7,Comedy,,
55509,2008,6.9,Crime,Drama,
55510,2008,7.1,Drama,,
55511,2009,5.8,Comedy,Romance,
55512,2020,5.7,Animation,Adventure,Family
55513,2020,2.4,Horror,,
55514,2008,5.9,Mystery,,
55515,2007,7.9,Drama,,
55516,2011,6.2,Action,Crime,Drama
55517,2007,7.3,Drama,Music,
55518,2008,7.0,Drama,,
55519,2008,6.7,Comedy,,
55520,2009,3.3,Crime,Drama,
55521,2020,3.2,Horror,,
55522,2008,6.2,Drama,,
55523,2020,3.7,Sci-Fi,,
55524,2009,6.7,Comedy,Drama,Romance
55525,2008,7.1,Thriller,,
55526,2008,6.9,Crime,Drama,Romance
55527,2011,6.1,Animation,Adventure,Comedy
55528,2008,5.2,Comedy,Drama,
55529,2009,7.2,Crime,Drama,Mystery
55530,2014,6.9,Biography,Crime,Drama
55531,2010,6.5,Comedy,Romance,
55532,2009,7.8,Crime,Drama,Thriller
55533,2009,6.3,Comedy,Drama,Family
55534,2010,6.4,Drama,Romance,Sci-Fi
55535,2010,3.8,Thriller,,
55536,2009,6.5,Drama,Mystery,War
55537,2012,7.1,Animation,Adventure,Comedy
55538,2012,7.1,Animation,Family,Fantasy
55539,2008,7.3,Comedy,Drama,
55540,2010,4.2,Action,Crime,Thriller
55541,2009,6.4,Drama,Romance,
55542,2007,2.9,Comedy,Crime,
55543,2008,7.4,Comedy,,
55544,2008,6.8,Drama,,
55545,2008,1.5,Horror,Thriller,
55546,2011,5.7,Action,Sci-Fi,
55547,2009,6.2,Drama,History,
55548,2009,5.5,Adventure,Drama,Family
55549,2008,6.6,Comedy,Romance,
55550,2008,6.6,Drama,,
55551,2008,7.1,Crime,Drama,Thriller
55552,2009,5.4,Comedy,,
55553,2008,5.6,Drama,Romance,
55554,2009,6.8,Comedy,,
55555,2008,5.8,Comedy,Drama,
55556,2009,2.6,Thriller,,
55557,2008,5.0,Horror,,
55558,2009,6.1,Adventure,Crime,Drama
55559,2020,4.6,Action,History,War
55560,2020,4.8,Action,Thriller,
55561,2011,7.4,Sci-Fi,Thriller,
55562,2009,5.1,Drama,,
55563,2010,6.9,Animation,Action,Adventure
55564,2008,5.6,Thriller,,
55565,2008,5.4,Drama,,
55566,2008,3.6,Drama,,
55567,2007,3.6,Horror,Sci-Fi,Thriller
55568,2011,3.2,Horror,Thriller,
55569,2017,6.3,Action,Crime,Drama
55570,2009,5.2,Comedy,Drama,
55571,2020,3.3,Drama,Fantasy,
55572,2009,5.9,Horror,Mystery,Sci-Fi
55573,2009,5.1,Drama,Horror,Thriller
55574,2009,6.0,Drama,Fantasy,Horror
55575,2011,4.3,Action,Adventure,History
55576,2009,4.6,Comedy,Drama,
55577,2012,3.3,Comedy,Drama,Horror
55578,2010,3.4,Comedy,,
55579,2009,4.9,Adventure,Comedy,Drama
55580,2010,3.6,Comedy,Drama,
55581,2010,2.7,Comedy,,
55582,2009,5.3,Comedy,,
55583,2009,6.3,Drama,Family,
55584,2010,5.8,Action,Adventure,Horror
55585,2008,4.3,Horror,Mystery,Thriller
55586,2008,5.5,Drama,Mystery,Thriller
55587,2008,8.0,Action,Biography,Drama
55588,2009,6.7,Comedy,Drama,
55589,2010,6.0,Comedy,Crime,Drama
55590,2007,4.0,Adventure,Horror,
55591,2015,5.0,Animation,Adventure,Comedy
55592,2008,6.3,Romance,,
55593,2008,5.7,Drama,,
55594,2008,4.2,Comedy,Crime,Drama
55595,2011,3.8,Crime,Drama,Thriller
55596,2008,6.9,Comedy,Drama,
55597,2008,6.5,Drama,Mystery,Thriller
55598,2008,6.3,Drama,,
55599,2009,6.0,Crime,Drama,Thriller
55600,2008,6.5,Crime,Drama,Thriller
55601,2009,6.3,Drama,Romance,
55602,2011,5.4,Comedy,,
55603,2010,6.5,Biography,Drama,
55604,2008,5.2,Horror,Romance,
55605,2020,6.0,Biography,Drama,History
55606,2010,2.6,Action,,
55607,2008,3.1,Horror,,
55608,2009,3.2,Horror,Thriller,
55609,2009,4.0,Comedy,,
55610,2008,4.9,Comedy,Drama,Romance
55611,2020,1.9,Action,War,
55612,2010,5.3,Drama,,
55613,2011,5.2,Comedy,Family,Fantasy
55614,2009,5.1,Comedy,,
55615,2007,7.3,Crime,Mystery,Thriller
55616,2009,2.6,Fantasy,Horror,Thriller
55617,2020,5.7,Drama,Sci-Fi,Thriller
55618,2009,5.6,Crime,Thriller,
55619,2009,3.7,Action,Adventure,Mystery
55620,2008,6.3,Drama,,
55621,2009,7.0,Drama,,
55622,2009,6.7,Drama,Mystery,Sci-Fi
55623,2009,5.7,Comedy,,
55624,2008,5.9,Drama,,
55625,2008,6.8,Drama,Music,
55626,2010,5.6,Horror,,
55627,2008,5.1,Comedy,Drama,Romance
55628,2008,7.0,Drama,,
55629,2008,6.1,Drama,Mystery,
55630,2009,6.9,Biography,Comedy,Music
55631,2008,5.2,Animation,Family,
55632,2009,6.2,Drama,,
55633,2008,5.9,History,War,
55634,2014,5.2,Adventure,Fantasy,Mystery
55635,2008,3.0,Horror,,
55636,2008,6.6,Comedy,Romance,
55637,2008,5.5,Drama,,
55638,2019,4.7,Action,Comedy,
55639,2008,6.8,Crime,Drama,Horror
55640,2008,6.1,Drama,Mystery,Romance
55641,2008,6.2,Drama,Romance,
55642,2010,5.3,Crime,Drama,Thriller
55643,2020,5.7,Drama,,
55644,2009,6.2,Drama,,
55645,2010,6.0,Drama,Romance,
55646,2009,6.1,Comedy,Crime,Romance
55647,2008,8.0,Drama,Mystery,
55648,2017,5.2,Drama,Thriller,
55649,2009,5.1,Drama,,
55650,2010,6.4,Comedy,Music,
55651,2009,6.6,Drama,Romance,
55652,2009,7.0,Drama,Romance,
55653,2012,7.1,Drama,Music,
55654,2007,6.4,Animation,Action,Adventure
55655,2009,7.5,Biography,Drama,Sport
55656,2010,6.6,Action,Crime,Drama
55657,2011,6.1,Drama,War,
55658,2008,6.6,Drama,,
55659,2008,6.0,Crime,Drama,
55660,2008,6.2,Drama,,
55661,2008,6.6,Fantasy,Horror,Thriller
55662,2008,5.0,Comedy,Drama,Music
55663,2010,6.8,Drama,Thriller,
55664,2015,6.5,Comedy,Drama,Family
55665,2009,3.7,Comedy,Romance,
55666,2009,7.4,Comedy,,
55667,2018,7.3,Biography,Drama,
55668,2008,6.0,Drama,Romance,
55669,2009,5.9,Comedy,Drama,
55670,2011,5.5,Drama,Romance,Thriller
55671,2016,6.1,Adventure,Drama,Family
55672,2008,6.4,Drama,,
55673,2010,7.1,Drama,,
55674,2009,6.7,Biography,Crime,Drama
55675,2010,5.9,Mystery,Thriller,
55676,2009,4.6,Action,Adventure,Fantasy
55677,2009,6.8,Drama,Mystery,
55678,2008,6.8,Drama,Mystery,
55679,2010,4.1,Sci-Fi,Thriller,
55680,2013,4.5,Comedy,Romance,
55681,2020,5.3,Crime,Thriller,
55682,2020,5.8,Thriller,,
55683,2010,7.0,Action,Adventure,Sci-Fi
55684,2008,3.4,Action,Comedy,Crime
55685,2009,4.0,Adventure,Sci-Fi,
55686,2008,3.7,Action,Comedy,Drama
55687,2009,5.3,Horror,Thriller,
55688,2009,6.7,Comedy,Crime,Drama
55689,1984,1.3,Family,,
55690,2009,3.0,Horror,Thriller,
55691,1997,5.1,Action,Comedy,Drama
55692,1998,4.0,Action,,
55693,2010,7.1,Drama,Fantasy,Horror
55694,1990,2.5,Family,,
55695,1986,1.6,Family,,
55696,1984,1.6,Action,,
55697,1982,1.1,Comedy,Family,
55698,1998,4.2,Family,,
55699,2010,3.7,Action,Sci-Fi,
55700,2011,7.4,Action,Adventure,Thriller
55701,2013,6.3,Comedy,,
55702,2009,6.3,Crime,Drama,
55703,2009,5.2,Comedy,Drama,Romance
55704,2010,6.5,Crime,Drama,War
55705,2009,3.4,Comedy,Drama,
55706,2011,3.8,Horror,,
55707,2010,3.9,Horror,Thriller,
55708,2008,5.1,Horror,,
55709,2009,4.8,Horror,Romance,
55710,2011,7.3,Drama,Romance,
55711,2009,4.5,Adventure,Family,Mystery
55712,2007,5.3,Action,Comedy,Fantasy
55713,2008,7.7,Drama,Music,
55714,2017,6.6,Biography,Drama,
55715,2009,6.1,Action,Drama,History
55716,2010,4.5,Comedy,Drama,
55717,2010,6.1,Animation,Adventure,Family
55718,2009,4.5,Horror,Thriller,
55719,2009,5.8,Action,Crime,Drama
55720,2009,5.0,Horror,Thriller,
55721,2015,5.6,Horror,Thriller,
55722,2009,5.1,Comedy,,
55723,2012,6.0,Drama,,
55724,2010,5.2,Thriller,,
55725,2009,5.0,Comedy,Drama,Thriller
55726,2010,7.3,Action,Crime,Drama
55727,2009,6.1,Comedy,Family,
55728,2009,6.5,Comedy,Drama,Romance
55729,2009,6.1,Drama,,
55730,2009,5.1,Drama,,
55731,2008,6.1,Drama,Romance,
55732,2009,6.2,Comedy,Drama,
55733,2010,5.1,Drama,Family,
55734,2008,3.9,Sci-Fi,,
55735,2008,4.9,Comedy,Drama,
55736,2009,7.0,Romance,,
55737,2009,4.6,Crime,Thriller,
55738,2008,5.9,Horror,,
55739,2009,3.6,Drama,Mystery,Sci-Fi
55740,2009,4.8,Comedy,Romance,
55741,2009,4.8,Drama,,
55742,2009,4.5,Animation,Comedy,Family
55743,2010,6.5,Comedy,Drama,
55744,2011,6.1,Comedy,Romance,
55745,2010,6.4,Comedy,Sci-Fi,
55746,2009,3.9,Crime,Horror,Romance
55747,2009,2.6,Horror,,
55748,2007,6.6,Comedy,Crime,Drama
55749,2008,7.0,Drama,,
55750,2008,6.3,Action,Crime,
55751,2008,6.4,Drama,Sport,
55752,2012,5.5,Comedy,,
55753,2009,5.2,Mystery,Thriller,
55754,2010,4.7,Family,,
55755,2020,5.9,Comedy,,
55756,2019,5.3,Drama,,
55757,2010,6.3,Comedy,,
55758,2009,7.3,Drama,,
55759,2008,5.6,Comedy,,
55760,2009,5.1,Horror,Mystery,
55761,2009,1.5,Action,Crime,Drama
55762,2009,6.5,Drama,,
55763,2008,6.2,Drama,,
55764,2008,7.1,Drama,,
55765,2008,6.9,Drama,,
55766,2012,7.2,Action,Comedy,Crime
55767,2009,6.8,Drama,Romance,
55768,2009,7.3,Action,,
55769,2010,5.8,Drama,Thriller,
55770,2010,5.7,Crime,Drama,Thriller
55771,2009,6.3,Drama,Thriller,
55772,2008,3.1,Drama,Musical,
55773,2009,6.0,Horror,Mystery,
55774,2008,5.4,Action,Comedy,Fantasy
55775,2011,2.9,Adventure,,
55776,2010,5.2,Adventure,Drama,Family
55777,2011,6.1,Action,Drama,History
55778,2010,2.3,Comedy,,
55779,2008,6.5,Drama,,
55780,2011,7.2,Drama,,
55781,2008,7.4,Drama,,
55782,2008,5.8,Romance,,
55783,2008,6.6,Comedy,Mystery,
55784,2008,7.4,Comedy,Romance,
55785,2008,5.7,Drama,,
55786,2008,5.7,Comedy,,
55787,2007,6.3,Crime,Mystery,Thriller
55788,2008,7.2,Animation,Action,Crime
55789,2008,6.8,Comedy,Drama,
55790,2008,5.7,Comedy,Romance,
55791,2007,6.8,Comedy,Romance,
55792,2008,6.0,Drama,Romance,
55793,2007,6.2,Action,Drama,Sport
55794,2008,7.4,Drama,,
55795,2007,6.7,Drama,,
55796,2008,6.4,Drama,,
55797,2008,3.5,Thriller,,
55798,2008,6.7,Thriller,,
55799,2008,4.6,Comedy,,
55800,2008,6.5,Drama,,
55801,2008,6.0,Drama,Romance,
55802,2008,3.5,Drama,Romance,
55803,2008,4.9,Drama,,
55804,2009,5.9,Mystery,Sci-Fi,
55805,2008,6.8,Action,Drama,Thriller
55806,2020,5.8,Comedy,,
55807,2020,5.8,Thriller,,
55808,2010,6.0,Drama,Musical,War
55809,2009,5.6,Crime,Sci-Fi,Thriller
55810,2009,5.5,Adventure,Drama,Romance
55811,2008,3.2,Comedy,Romance,
55812,2010,5.8,Drama,,
55813,2009,6.2,Comedy,War,
55814,2009,4.8,Drama,,
55815,2009,5.6,Crime,Drama,Horror
55816,2010,7.1,Biography,Drama,
55817,2010,6.1,Comedy,Drama,Romance
55818,2012,5.4,Action,Drama,
55819,2014,6.1,Action,Crime,Sci-Fi
55820,2008,6.4,Biography,Drama,Music
55821,2011,6.0,Thriller,,
55822,2009,4.7,Horror,,
55823,2008,5.4,Comedy,Drama,
55824,2008,6.8,Comedy,,
55825,2009,6.3,Drama,Fantasy,Mystery
55826,2009,6.7,Drama,,
55827,2009,6.2,Drama,Romance,
55828,2009,7.9,Crime,Drama,
55829,2011,6.2,Drama,Fantasy,Romance
55830,2018,6.2,Drama,Romance,War
55831,2010,6.8,Action,Comedy,Crime
55832,2009,6.1,Drama,Romance,
55833,2009,4.1,Thriller,,
55834,2008,7.0,Drama,,
55835,2009,6.7,Comedy,Drama,
55836,2008,2.4,Horror,Sci-Fi,
55837,2009,5.2,Horror,Sci-Fi,
55838,2013,6.2,Action,Crime,Drama
55839,2009,4.7,Adventure,Comedy,Western
55840,2010,6.1,Biography,Drama,Romance
55841,2010,6.6,Biography,Drama,
55842,2008,5.5,Drama,Fantasy,Romance
55843,2009,6.8,Drama,Mystery,Romance
55844,2009,5.0,Comedy,Drama,Romance
55845,2007,5.6,Horror,,
55846,2009,6.4,Animation,Action,Crime
55847,2010,7.2,Animation,Crime,Drama
55848,2009,5.7,Drama,,
55849,2009,6.2,Drama,History,
55850,2009,3.8,Animation,Adventure,Comedy
55851,2009,5.4,Drama,,
55852,2011,7.5,Comedy,Drama,
55853,2009,5.9,Crime,Drama,Romance
55854,2009,6.0,Drama,,
55855,2010,5.4,Drama,,
55856,2011,5.0,Drama,,
55857,2009,6.1,Drama,,
55858,2006,6.4,Drama,Romance,Thriller
55859,2010,5.0,Drama,,
55860,2015,3.5,Action,Horror,Thriller
55861,2008,5.6,Crime,Drama,
55862,2008,6.1,Action,Romance,Thriller
55863,2010,7.4,Drama,Mystery,Romance
55864,2009,5.9,Drama,,
55865,2009,6.9,Drama,,
55866,2009,6.3,Comedy,,
55867,2008,4.3,Comedy,,
55868,2009,5.7,Drama,,
55869,2013,5.4,Comedy,Drama,Romance
55870,2008,5.3,Action,,
55871,2009,5.3,Comedy,Sci-Fi,
55872,2009,5.9,Drama,War,
55873,2009,5.1,Crime,Drama,
55874,2010,2.9,Action,Thriller,
55875,2009,6.7,Comedy,Crime,Mystery
55876,2011,5.3,Drama,Thriller,
55877,2009,6.6,Comedy,,
55878,2011,3.2,Comedy,Horror,
55879,2009,6.6,Drama,Thriller,
55880,2008,7.0,Comedy,,
55881,2008,6.3,Crime,Drama,Mystery
55882,2008,4.0,Horror,Thriller,
55883,2009,5.4,Comedy,Romance,
55884,2020,2.3,Horror,Thriller,
55885,2015,6.1,Comedy,,
55886,2008,7.3,Crime,Drama,
55887,2008,7.1,Biography,Drama,Romance
55888,2009,6.1,Comedy,Drama,
55889,2010,5.0,Drama,Romance,
55890,2007,7.0,Comedy,,
55891,2020,6.6,Drama,Horror,Mystery
55892,2009,6.1,Drama,Family,
55893,2012,6.2,Comedy,Romance,
55894,2008,6.1,Comedy,Drama,
55895,2008,6.1,Comedy,Crime,
55896,2008,7.1,Drama,Musical,Romance
55897,2011,5.9,Drama,,
55898,2010,5.7,Drama,History,
55899,2008,7.5,Thriller,,
55900,2008,6.3,Drama,,
55901,2009,4.8,Action,Drama,Thriller
55902,2009,6.8,Comedy,Drama,
55903,2009,6.4,Comedy,Drama,Romance
55904,2009,6.3,Drama,Thriller,
55905,2009,2.9,Animation,Adventure,Comedy
55906,2005,3.5,Action,Adventure,Comedy
55907,2020,6.4,Comedy,,
55908,2010,3.9,Thriller,,
55909,2011,3.5,Action,Horror,Sci-Fi
55910,2013,6.5,Adventure,Comedy,Family
55911,2008,5.4,Comedy,Romance,
55912,2011,5.5,Adventure,Comedy,Fantasy
55913,2008,4.2,Thriller,,
55914,2010,4.1,Comedy,,
55915,2008,7.7,Crime,Drama,Thriller
55916,2014,4.8,Thriller,,
55917,2010,3.3,Mystery,Thriller,
55918,2009,5.8,Drama,Romance,
55919,2017,4.5,Action,Adventure,Crime
55920,2010,5.7,Drama,Romance,
55921,2010,3.8,Horror,Thriller,
55922,2008,7.0,Comedy,Romance,
55923,2011,5.0,Animation,Adventure,Comedy
55924,2009,7.6,Action,Adventure,Crime
55925,2009,6.5,Comedy,,
55926,2010,6.3,Horror,Thriller,
55927,2008,6.7,Comedy,Romance,
55928,2009,5.8,Action,Drama,History
55929,2011,7.5,Drama,Mystery,Thriller
55930,2009,4.4,Drama,History,War
55931,2011,6.8,Comedy,,
55932,2011,6.9,Action,Drama,History
55933,2009,7.1,Drama,,
55934,2009,5.9,Action,Adventure,Comedy
55935,2009,4.6,Comedy,Drama,Romance
55936,2009,6.0,Drama,,
55937,2009,4.4,Drama,Mystery,Thriller
55938,2011,7.1,Adventure,Biography,Drama
55939,2009,5.3,Comedy,Drama,
55940,2009,7.2,Comedy,Drama,Fantasy
55941,2009,5.9,Drama,Music,
55942,2011,6.4,Action,Drama,Romance
55943,2009,3.3,Comedy,Horror,
55944,2009,4.6,Drama,Horror,Thriller
55945,2011,5.5,Drama,Romance,Sci-Fi
55946,2012,6.5,Drama,,
55947,2010,5.6,Horror,Mystery,
55948,2009,5.4,Drama,Thriller,
55949,1975,7.0,Drama,,
55950,2008,5.8,Comedy,,
55951,2009,6.1,Drama,,
55952,2009,4.8,Action,Adventure,Drama
55953,2010,4.7,Action,Drama,Thriller
55954,2009,4.8,Comedy,,
55955,2008,6.2,Drama,Romance,War
55956,2008,4.1,Action,Crime,Drama
55957,2009,7.6,Music,,
55958,2009,5.2,Comedy,Drama,
55959,2008,5.6,Drama,,
55960,2009,6.2,Drama,,
55961,2008,6.7,Comedy,Romance,
55962,2008,5.3,Action,Comedy,
55963,2009,5.1,Horror,Mystery,Thriller
55964,2010,6.0,Action,Adventure,Crime
55965,2009,4.8,Action,Western,
55966,2015,5.4,Comedy,Drama,Romance
55967,2010,2.8,Comedy,Drama,Horror
55968,2008,4.9,Action,Adventure,History
55969,1992,3.0,Action,Comedy,Drama
55970,2008,6.4,Comedy,Crime,Drama
55971,2010,2.0,Crime,Mystery,Thriller
55972,1991,1.0,Drama,Family,
55973,2010,5.9,Drama,Horror,Thriller
55974,2010,6.4,Drama,,
55975,2009,7.6,Action,Comedy,Music
55976,2009,7.3,Comedy,Drama,
55977,2010,7.2,Biography,Crime,Drama
55978,2008,7.0,Drama,,
55979,2009,6.8,Comedy,Mystery,
55980,2010,2.9,Horror,Sci-Fi,
55981,2009,6.5,Action,Adventure,Fantasy
55982,2019,4.7,Comedy,,
55983,2009,5.8,Comedy,Drama,
55984,2008,7.6,Drama,,
55985,2013,6.6,Comedy,,
55986,2010,7.0,Action,Comedy,Crime
55987,2009,6.4,Comedy,Romance,
55988,2009,6.4,Comedy,Family,
55989,2010,5.9,Drama,Fantasy,Thriller
55990,2008,6.4,Drama,,
55991,2007,4.4,Crime,Drama,Mystery
55992,2008,4.5,Drama,Horror,Mystery
55993,2009,6.3,Drama,,
