,year,avg_vote,genre_1,genre_2,genre_2
26973,1993,5.7,Action,Comedy,
26974,1992,7.0,Drama,Thriller,
26975,1991,7.3,Comedy,Drama,
26976,1992,7.0,Animation,Comedy,Fantasy
26977,1993,6.2,Action,Romance,
26978,1992,5.3,Horror,Thriller,
26979,1992,4.6,Drama,,
26980,1992,7.3,Drama,Horror,Mystery
26981,1992,4.2,Comedy,Drama,Romance
26982,1992,6.4,Drama,,
26983,1992,5.4,Action,Drama,
26984,1991,3.8,Action,Adventure,Thriller
26985,1990,1.9,Action,Adventure,Sci-Fi
26986,1992,5.0,Action,Thriller,
26987,1992,7.6,Drama,Romance,
26988,1992,4.1,Comedy,,
26989,1992,6.5,Action,Thriller,
26990,1991,6.5,Crime,Drama,Thriller
26991,1992,8.2,Drama,Western,
26992,1992,6.0,Action,Sci-Fi,
26993,1992,6.3,Crime,Drama,Thriller
26994,1992,6.1,Comedy,Drama,Romance
26995,1992,7.1,Comedy,,
26996,1992,6.4,Drama,,
26997,1992,5.0,Comedy,,
26998,1991,4.4,Comedy,,
26999,1992,5.9,Comedy,Horror,Thriller
27000,1992,6.0,Drama,,
27001,1992,7.0,Comedy,Romance,
27002,1992,7.1,Drama,,
27003,1992,7.7,Comedy,Drama,Romance
27004,1992,6.3,Comedy,Crime,
27005,1991,4.7,Drama,,
27006,1992,6.0,Comedy,Crime,
27007,1992,3.5,Horror,,
27008,1991,7.3,Drama,,
27009,1993,6.8,Drama,,
27010,1992,4.8,Comedy,,
27011,1992,6.0,Drama,Romance,War
27012,1993,5.3,Drama,Thriller,Horror
27013,1992,6.7,Drama,Romance,
27014,1992,6.6,Drama,Mystery,
27015,1992,5.5,Comedy,Fantasy,Horror
27016,1992,7.0,Comedy,Music,
27017,1992,6.5,Action,Horror,Sci-Fi
27018,1992,4.1,Comedy,,
27019,1992,4.9,Comedy,Drama,
27020,1991,4.6,Crime,Drama,Mystery
27021,1992,6.6,Crime,Drama,Thriller
27022,1992,5.5,Drama,Mystery,Thriller
27023,1992,6.8,Comedy,Drama,Sport
27024,1992,6.0,Action,Crime,Drama
27025,1994,4.2,Comedy,,
27026,1991,4.0,Drama,Romance,
27027,1992,6.0,Comedy,,
27028,1992,6.5,Action,Drama,Sport
27029,1992,6.3,Comedy,Drama,Romance
27030,1992,4.6,Drama,,
27031,1992,7.4,Action,Adventure,Biography
27032,1991,6.7,Crime,Drama,Mystery
27033,1992,6.6,Crime,Drama,
27034,1992,7.1,Action,Crime,Drama
27035,1992,6.3,Horror,,
27036,1992,7.3,Action,Thriller,
27037,1992,6.8,Action,Comedy,Crime
27038,1992,5.4,Action,Drama,Thriller
27039,1992,5.6,Action,Horror,Sci-Fi
27040,1992,5.8,Action,Adventure,Romance
27041,1991,6.8,Drama,Family,
27042,1992,6.3,Drama,Romance,
27043,1992,7.9,Adventure,Drama,
27044,1992,2.9,Thriller,Horror,Mystery
27045,1994,6.7,Drama,,
27046,1993,4.2,Action,,
27047,1992,6.2,Comedy,Drama,
27048,1992,5.9,Comedy,Romance,
27049,1993,5.7,Comedy,,
27050,1992,6.5,Drama,,
27051,1992,6.3,Comedy,Drama,
27052,1992,6.8,Drama,,
27053,1992,6.8,Drama,,
27054,1993,5.6,Drama,,
27055,1993,6.0,Drama,Romance,
27056,1993,6.7,Action,Comedy,Crime
27057,1993,3.5,Comedy,,
27058,1993,6.4,Comedy,Romance,
27059,1993,6.5,Comedy,Sci-Fi,
27060,1993,5.8,Comedy,Mystery,Thriller
27061,1993,7.3,Drama,,
27062,1993,6.7,Drama,,
27063,1993,6.7,Comedy,Fantasy,
27064,1993,5.0,Drama,Romance,
27065,1993,6.2,Adventure,Comedy,Drama
27066,1993,7.2,Drama,Romance,
27067,1993,6.3,Adventure,Comedy,Sport
27068,1993,4.8,Drama,,
27069,1992,6.2,Comedy,,
27070,1992,6.3,Drama,Sport,
27071,1993,7.1,Adventure,Biography,Drama
27072,1993,5.0,Comedy,Drama,
27073,1993,2.9,Action,Comedy,Romance
27074,1992,4.9,Action,,
27075,1993,5.8,Crime,Drama,
27076,1993,4.8,Comedy,,
27077,1993,5.7,Comedy,Crime,
27078,1993,4.7,Comedy,Drama,Romance
27079,1993,6.4,Drama,,
27080,1993,4.2,Crime,Drama,Thriller
27081,1992,4.2,Action,,
27082,1993,4.9,Action,Thriller,
27083,1993,7.0,Romance,,
27084,1993,5.8,Drama,Family,Romance
27085,1993,4.1,Comedy,,
27086,1993,5.6,Comedy,Crime,
27087,1993,6.3,Drama,,
27088,1993,7.1,Comedy,Drama,
27089,1993,5.1,Action,Thriller,
27090,1993,6.9,Comedy,Family,Mystery
27091,1993,7.2,Comedy,Drama,Music
27092,1993,7.3,Comedy,Drama,Fantasy
27093,1992,7.5,Comedy,Fantasy,Horror
27094,1993,5.7,Action,Adventure,Crime
27095,1993,5.9,Comedy,Crime,Drama
27096,1994,5.0,Thriller,,
27097,1993,6.0,Drama,Romance,Sport
27098,1992,4.3,Comedy,Horror,
27099,1993,7.2,Drama,War,
27100,1993,8.1,Drama,Music,Romance
27101,1993,7.7,Crime,Drama,Musical
27102,1993,4.4,Thriller,,
27103,1993,7.0,Drama,History,
27104,1994,6.6,Biography,Drama,Music
27105,1993,5.8,Comedy,Drama,
27106,1993,7.4,Comedy,Crime,Drama
27107,1993,6.9,Action,Fantasy,Romance
27108,1993,6.0,Action,Fantasy,Romance
27109,1993,5.1,Drama,,
27110,1993,6.7,Drama,Romance,Western
27111,1993,4.6,Comedy,Crime,Romance
27112,1993,4.1,Comedy,,
27113,1993,7.8,Animation,Action,Crime
27114,1993,3.6,Comedy,Sci-Fi,
27115,1993,3.8,Comedy,,
27116,1993,5.4,Comedy,Romance,
27117,1993,7.3,Drama,,
27118,1993,6.2,Horror,,
27119,1993,4.9,Comedy,Family,Romance
27120,1993,6.2,Action,Drama,
27121,1993,5.5,Drama,,
27122,1994,5.5,Comedy,Drama,
27123,1993,5.2,Thriller,,
27124,1993,7.2,Comedy,Drama,Romance
27125,1993,5.6,Drama,,
27126,1993,5.6,Action,Crime,Drama
27127,1993,4.7,Crime,Thriller,
27128,1993,5.0,Comedy,Family,
27129,1994,3.3,Comedy,Horror,
27130,1993,6.3,Comedy,Drama,
27131,1993,3.3,Comedy,,
27132,1993,3.4,Comedy,,
27133,1993,7.7,Animation,Action,Comedy
27134,1993,4.5,Action,Comedy,Thriller
27135,1996,6.8,Animation,Drama,Thriller
27136,1993,4.5,Action,Drama,
27137,1993,7.4,Biography,Drama,
27138,1993,4.9,Drama,Sci-Fi,
27139,1993,5.4,Action,Crime,Drama
27140,1993,5.7,Drama,,
27141,1993,5.3,Horror,Comedy,Sci-Fi
27142,1994,4.5,Thriller,,
27143,1993,6.0,Horror,Sci-Fi,
27144,1992,4.5,Drama,Thriller,
27145,1993,5.0,Action,Crime,Drama
27146,1992,6.9,Drama,,
27147,1993,7.3,Drama,Romance,
27148,1993,6.4,Drama,,
27149,1993,5.2,Comedy,Romance,
27150,1993,8.0,Crime,Drama,
27151,1993,4.8,Drama,Mystery,Romance
27152,1993,5.9,Crime,Drama,Thriller
27153,1994,5.1,Thriller,,
27154,1993,7.8,Crime,Drama,Romance
27155,1992,6.3,Comedy,Drama,
27156,1993,6.3,Comedy,Music,
27157,1993,5.8,Drama,,
27158,1993,6.8,Comedy,Drama,Romance
27159,1993,5.1,Comedy,Drama,
27160,1993,7.0,Drama,,
27161,1993,7.9,Crime,Drama,Thriller
27162,1993,3.6,Horror,Sci-Fi,
27163,1993,8.5,Drama,,
27164,1993,7.1,Drama,,
27165,1993,5.8,Comedy,,
27166,1993,6.0,Drama,Romance,
27167,1993,6.2,Comedy,Fantasy,
27168,1993,3.3,Crime,Drama,Thriller
27169,1993,3.7,Comedy,Fantasy,Romance
27170,1993,6.1,Action,Comedy,Crime
27171,1993,6.0,Action,Comedy,Sci-Fi
27172,1994,5.6,Comedy,Family,
27173,1993,7.2,Comedy,,
27174,1993,6.5,Action,Drama,
27175,1993,5.8,Action,Thriller,
27176,1994,4.8,Fantasy,Romance,
27177,1993,7.2,Drama,Fantasy,
27178,1993,6.9,Comedy,Drama,Crime
27179,1993,7.1,Crime,Drama,Thriller
27180,1993,6.4,Action,Adventure,Thriller
27181,1993,4.8,Drama,Romance,Thriller
27182,1993,6.2,Drama,,
27183,1992,6.9,Comedy,,
27184,1993,5.3,Comedy,Sci-Fi,
27185,1993,4.4,Action,Drama,
27186,1994,5.8,Comedy,Drama,
27187,1993,7.0,Adventure,Comedy,Family
27188,1993,4.1,Comedy,Crime,Family
27189,1995,4.8,Drama,Musical,
27190,1993,2.7,Horror,Sci-Fi,Thriller
27191,1996,6.2,Drama,,
27192,1993,5.9,Drama,Thriller,
27193,1993,7.1,Comedy,Drama,
27194,1988,4.7,Horror,,
27195,1993,5.3,Drama,Romance,
27196,1993,6.6,Comedy,Drama,
27197,1993,7.8,Crime,Drama,
27198,1993,5.9,Crime,Thriller,
27199,1993,5.7,Drama,,
27200,1993,5.8,Drama,Romance,
27201,1993,6.0,Horror,Mystery,Thriller
27202,1994,4.8,Thriller,,
27203,1993,6.8,Comedy,Crime,Thriller
27204,1993,6.8,Comedy,Romance,
27205,1993,7.6,Comedy,,
27206,1993,6.9,Drama,Romance,
27207,1994,4.9,Crime,Drama,Thriller
27208,1993,4.0,Crime,Drama,
27209,1994,6.0,Comedy,Drama,
27210,1992,7.7,Comedy,,
27211,1993,6.7,Action,Sci-Fi,Thriller
27212,1993,4.0,Horror,,
27213,1993,5.6,Comedy,Family,
27214,1993,4.2,Thriller,,
27215,1993,6.6,Comedy,Drama,Music
27216,1993,6.5,Drama,,
27217,1993,6.7,Crime,Drama,Thriller
27218,1993,6.5,Comedy,Drama,
27219,1993,4.6,Romance,Thriller,
27220,1993,5.3,Family,Comedy,Drama
27221,1993,5.1,Comedy,Drama,Romance
27222,1993,5.1,Crime,Drama,Thriller
27223,1993,5.5,Thriller,,
27224,1994,6.1,Drama,,
27225,1986,4.7,Adventure,Romance,
27226,1993,7.5,Drama,,
27227,1993,6.3,Drama,,
27228,1993,4.3,Horror,Romance,Thriller
27229,1994,3.8,Action,Adventure,Comedy
27230,1994,4.4,Crime,Drama,
27231,1993,3.1,Horror,Romance,
27232,1993,4.2,Action,Drama,Sci-Fi
27233,1993,7.0,Action,Biography,Drama
27234,1993,5.7,Biography,Drama,
27235,1993,5.5,Comedy,,
27236,1992,6.3,Crime,Drama,Romance
27237,1993,6.0,Comedy,Horror,
27238,1992,5.4,Comedy,Drama,
27239,1993,4.6,Action,Adventure,
27240,1993,3.5,Action,Thriller,
27241,1993,7.8,Drama,,
27242,1993,7.0,Biography,Drama,
27243,1993,4.2,Action,Crime,
27244,1993,6.3,Family,,
27245,1993,6.0,Drama,,
27246,1993,4.0,Crime,Drama,Thriller
27247,1993,5.0,Family,Comedy,
27248,1993,6.2,Drama,Romance,
27249,1993,4.4,Comedy,Drama,Romance
27250,1994,4.0,Thriller,,
27251,1994,6.2,Comedy,Drama,Fantasy
27252,1992,6.0,Action,Comedy,Horror
27253,1993,5.5,Action,Crime,Drama
27254,1993,4.0,Drama,,
27255,1993,4.7,Comedy,Drama,
27256,1993,7.6,Crime,Drama,Thriller
27257,1993,5.6,Drama,,
27258,1993,6.9,Comedy,Romance,
27259,1993,5.5,Comedy,Romance,
27260,1993,6.6,Adventure,Drama,Family
27261,1993,5.8,Comedy,Crime,Thriller
27262,1993,4.9,Adventure,Comedy,Drama
27263,1993,5.8,Comedy,,
27264,1993,7.2,Comedy,Music,
27265,1993,7.1,Drama,Thriller,
27266,1993,4.4,Action,Crime,Drama
27267,1993,6.8,Comedy,,
27268,1992,5.8,Action,Adventure,Comedy
27269,1993,7.0,Crime,Drama,
27270,1993,6.0,Thriller,,
27271,1993,6.7,Drama,,
27272,1993,6.6,Biography,Drama,Fantasy
27273,1993,3.6,Action,Adventure,Drama
27274,1993,5.3,Action,Crime,Sci-Fi
27275,1993,6.8,Drama,Mystery,Thriller
27276,1993,4.7,Action,Drama,
27277,1993,3.9,Action,Thriller,
27278,1994,4.7,Action,Crime,Thriller
27279,1993,6.2,Drama,Mystery,Romance
27280,1993,5.9,Comedy,,
27281,1992,5.6,Drama,Music,
27282,1993,7.0,Action,Adventure,Comedy
27283,1993,6.2,Comedy,Drama,Romance
27284,1993,6.8,Adventure,,
27285,1994,5.0,Action,Thriller,
27286,1993,7.4,Drama,,
27287,1992,5.9,Action,Crime,Sci-Fi
27288,1994,4.7,Action,Thriller,
27289,1993,7.3,Crime,Drama,Romance
27290,1993,6.0,Comedy,Crime,Thriller
27291,1993,6.0,Adventure,Drama,Family
27292,1993,7.4,Comedy,Drama,Romance
27293,1993,7.0,Comedy,,
27294,1992,3.0,Sci-Fi,Action,
27295,1993,7.8,Action,Crime,Drama
27296,1993,5.8,Action,Crime,Drama
27297,1994,4.1,Sci-Fi,Horror,
27298,1993,7.4,Action,Crime,Drama
27299,1993,7.2,Biography,Drama,Sport
27300,1993,6.7,Comedy,Drama,
27301,1993,7.1,Drama,Comedy,
27302,1991,7.6,Drama,,
27303,1993,7.1,Drama,Romance,
27304,1993,6.5,Drama,History,Western
27305,1993,6.2,Drama,Fantasy,
27306,1993,7.6,Drama,History,War
27307,1993,4.6,Horror,Sci-Fi,Thriller
27308,1993,6.4,Drama,,
27309,1994,6.7,Drama,Romance,
27310,1996,6.1,Drama,,
27311,1993,6.6,Action,Adventure,Drama
27312,1993,6.4,Drama,Thriller,
27313,1993,5.6,Adventure,Drama,Family
27314,1993,5.6,Comedy,,
27315,1993,4.7,Horror,,
27316,1993,6.9,Drama,Family,
27317,1994,6.4,Comedy,Drama,Mystery
27318,1993,5.8,Comedy,,
27319,1993,5.3,Thriller,Drama,
27320,1993,8.0,Comedy,Fantasy,Romance
27321,1993,7.0,Comedy,Drama,Romance
27322,1993,6.0,Action,,
27323,1993,5.6,Crime,Drama,Thriller
27324,1993,6.3,Action,Crime,Drama
27325,1993,6.6,Drama,,
27326,1993,6.2,Action,Adventure,Drama
27327,1993,5.8,Crime,Drama,Thriller
27328,1993,5.9,Crime,Drama,Thriller
27329,1992,6.5,Comedy,,
27330,1992,5.3,Crime,Thriller,
27331,1993,6.2,Drama,Romance,
27332,1993,5.4,Drama,Thriller,
27333,1993,5.1,Thriller,,
27334,1993,7.0,Comedy,Drama,Fantasy
27335,1993,6.1,Drama,,
27336,1993,6.8,Action,Biography,Drama
27337,1993,5.6,Action,Comedy,Crime
27338,1993,5.9,Drama,,
27339,1994,4.9,Action,Fantasy,Horror
27340,1993,4.4,Adventure,Comedy,
27341,1993,7.4,Comedy,,
27342,1993,5.6,Comedy,Crime,Horror
27343,1993,4.5,Thriller,,
27344,1993,4.9,Thriller,,
27345,1994,3.9,Comedy,,
27346,1993,5.5,Action,Thriller,
27347,1993,5.7,Comedy,,
27348,1993,6.9,Comedy,Family,Fantasy
27349,1993,6.5,Comedy,Thriller,
27350,1993,7.1,Biography,Drama,
27351,1993,6.9,Adventure,Comedy,Drama
27352,1993,6.6,Drama,History,War
27353,1993,6.8,Comedy,Drama,
27354,1993,6.6,Action,Comedy,
27355,1993,6.6,Crime,Drama,History
27356,1993,5.6,Romance,Thriller,
27357,1993,6.3,Drama,,
27358,1994,4.4,Drama,,
27359,1993,6.9,Drama,Romance,
27360,1993,7.0,Drama,,
27361,1993,7.6,Comedy,Drama,Romance
27362,1993,7.2,Biography,Drama,War
27363,1994,6.7,Biography,Drama,Romance
27364,1993,6.3,Comedy,Romance,
27365,1993,5.8,Action,Comedy,
27366,1993,6.1,Action,,
27367,1994,5.5,Adventure,,
27368,1993,6.1,Comedy,Drama,
27369,1993,7.4,Drama,Family,Comedy
27370,1993,6.6,Drama,,
27371,1993,6.3,Comedy,Drama,Fantasy
27372,1993,6.2,Drama,Family,
27373,1993,6.7,Drama,Thriller,
27374,1994,3.8,Action,Crime,
27375,1992,5.4,Adventure,Drama,Thriller
27376,1994,7.1,Comedy,Drama,
27377,1993,7.2,Action,Crime,Drama
27378,1993,8.1,Biography,Drama,
27379,1993,3.9,Drama,Mystery,Thriller
27380,1993,6.0,Drama,Romance,
27381,1993,6.6,Comedy,Drama,Romance
27382,1993,8.0,Comedy,Drama,
27383,1992,4.2,Action,Crime,
27384,1992,5.5,Comedy,,
27385,1993,5.9,Drama,,
27386,1992,6.9,Comedy,,
27387,1992,7.6,Action,Comedy,Crime
27388,1993,6.4,Drama,,
27389,1993,6.2,Horror,Thriller,
27390,1993,6.5,Comedy,Drama,
27391,1993,3.2,Action,Drama,
27392,1993,7.5,Comedy,Drama,
27393,1993,4.2,Fantasy,Horror,Thriller
27394,1994,7.1,Biography,Drama,History
27395,1994,7.3,Biography,Drama,History
27396,1993,6.6,Drama,,
27397,1993,6.8,Comedy,Romance,
27398,1992,4.9,Comedy,Drama,
27399,1993,4.2,Comedy,Drama,Romance
27400,1993,6.6,Crime,Drama,Thriller
27401,1993,6.6,Drama,,
27402,1993,5.7,Adventure,Comedy,Drama
27403,1993,5.6,Drama,,
27404,1993,7.7,Drama,,
27405,1990,3.5,Action,Drama,Fantasy
27406,1993,6.7,Action,Crime,Drama
27407,1993,6.1,Animation,Family,Musical
27408,1993,8.1,Action,Adventure,Sci-Fi
27409,1993,6.4,Drama,History,
27410,1993,6.7,Drama,,
27411,1993,6.7,Crime,Drama,Thriller
27412,1992,6.7,Comedy,,
27413,1994,6.2,Drama,,
27414,1993,7.2,Action,Adventure,Crime
27415,1993,6.5,Comedy,,
27416,1993,4.2,Action,War,
27417,1993,4.7,Horror,War,
27418,1993,5.1,Comedy,Drama,Family
27419,1992,7.4,Comedy,Romance,
27420,1993,6.7,Drama,,
27421,1993,4.9,Action,Adventure,Sci-Fi
27422,1993,6.7,Drama,War,
27423,1993,6.4,Drama,,
27424,1992,7.1,Drama,,
27425,1993,4.7,Action,Thriller,
27426,1993,7.6,Drama,,
27427,1993,6.4,Action,Adventure,Comedy
27428,1993,4.4,Action,Adventure,Comedy
27429,1993,7.7,Animation,Romance,Sci-Fi
27430,1994,5.7,Adventure,Comedy,Music
27431,1993,4.8,Comedy,Fantasy,Horror
27432,1992,6.4,Comedy,Drama,
27433,1992,3.2,Action,Drama,
27434,1993,5.5,Drama,Thriller,
27435,1993,6.8,Drama,,
27436,1992,5.3,Action,,
27437,1993,5.6,Comedy,Family,
27438,1994,4.9,Crime,Drama,Thriller
27439,1993,6.1,Drama,,
27440,1993,5.1,Comedy,Family,
27441,1994,6.3,Action,Thriller,
27442,1993,4.3,Action,Crime,Drama
27443,1993,4.4,Comedy,Family,Romance
27444,1993,5.1,Action,Romance,Thriller
27445,1993,6.7,Comedy,Drama,
27446,1993,5.8,Comedy,Family,
27447,1993,6.6,Drama,,
27448,1993,6.3,Biography,Drama,History
27449,1993,6.7,Comedy,Drama,
27450,1993,5.8,Comedy,Horror,Romance
27451,1993,5.3,Comedy,,
27452,1993,5.1,Thriller,,
27453,1994,6.0,Action,Comedy,
27454,1992,7.7,Drama,,
27455,1993,6.8,Drama,Romance,
27456,1993,7.1,Drama,Romance,
27457,1993,6.2,Comedy,Crime,Drama
27458,1993,7.3,Drama,,
27459,1993,5.1,Comedy,,
27460,1993,7.1,Drama,Thriller,
27461,1993,6.3,Drama,,
27462,1993,6.9,Drama,History,
27463,1993,6.8,Drama,Thriller,
27464,1993,6.7,Comedy,,
27465,1993,5.0,Comedy,,
27466,1993,6.4,Crime,Mystery,Thriller
27467,1993,6.7,Drama,,
27468,1993,5.2,Comedy,Horror,Sci-Fi
27469,1993,4.2,Action,Sci-Fi,
27470,1993,7.4,Comedy,Mystery,
27471,1993,6.2,Crime,Drama,Mystery
27472,1993,5.7,Drama,,
27473,1993,5.8,Comedy,Drama,Romance
27474,1993,5.3,Comedy,Drama,Romance
27475,1994,4.0,Drama,Thriller,
27476,1991,5.8,Comedy,Drama,
27477,1993,6.9,Comedy,Drama,
27478,1993,6.4,Adventure,Family,Fantasy
27479,1993,5.6,Biography,Drama,
27480,1993,7.4,Drama,,
27481,1995,6.7,Comedy,,
27482,1993,7.5,Crime,Drama,Thriller
27483,1990,4.8,Horror,Sci-Fi,Thriller
27484,1993,5.2,Action,Comedy,Fantasy
27485,1994,6.2,Thriller,,
27486,1993,5.4,Comedy,Romance,
27487,1993,6.5,Crime,Drama,
27488,1993,4.3,Horror,,
27489,1993,5.6,Comedy,Thriller,
27490,1993,6.6,Comedy,Romance,
27491,1993,6.9,Drama,,
27492,1994,5.0,Comedy,Drama,Sci-Fi
27493,1993,6.9,Drama,,
27494,1993,5.8,Comedy,Crime,Drama
27495,1993,4.6,Action,Sci-Fi,
27496,1993,6.6,Drama,,
27497,1993,5.4,Drama,Thriller,
27498,1993,5.8,Drama,Romance,
27499,1993,3.8,Action,Comedy,Family
27500,1993,5.9,Comedy,Romance,
27501,1993,7.0,Comedy,Drama,Family
27502,1993,7.3,Comedy,Drama,Romance
27503,1993,7.4,Drama,Music,Romance
27504,1993,3.7,Horror,,
27505,1993,6.5,Drama,,
27506,1993,7.1,Drama,,
27507,1994,8.0,Comedy,,
27508,1993,5.4,Comedy,Fantasy,Horror
27509,1993,6.9,Drama,,
27510,1993,5.1,Comedy,Drama,Romance
27511,1993,5.9,Comedy,Romance,
27512,1993,6.1,Comedy,Romance,
27513,1993,6.9,Drama,,
27514,1993,7.8,Comedy,Drama,
27515,1994,7.0,Comedy,Romance,
27516,1993,6.2,Action,Comedy,Crime
27517,1993,6.0,Crime,Drama,Mystery
27518,1994,7.3,Drama,,
27519,1993,5.8,Horror,,
27520,1993,6.3,Crime,Drama,Fantasy
27521,1993,5.7,Thriller,Horror,
27522,1993,5.4,Comedy,,
27523,1992,5.4,Action,Sci-Fi,Thriller
27524,1993,4.4,Drama,Thriller,
27525,1993,5.1,Crime,Drama,Horror
27526,1993,2.2,Mystery,Thriller,
27527,1993,4.2,Horror,Thriller,
27528,1993,6.0,Comedy,Romance,
27529,1993,8.0,Animation,Family,Fantasy
27530,1993,7.9,Animation,Action,Adventure
27531,1993,4.2,Action,,
27532,1994,5.5,Action,Thriller,
27533,1991,5.7,War,,
27534,1992,6.4,Comedy,Drama,
27535,1993,5.7,Drama,Romance,
27536,1994,6.1,Comedy,Drama,
27537,1993,5.7,Action,Drama,Romance
27538,1993,6.0,Comedy,Crime,Thriller
27539,1987,1.8,Family,Sci-Fi,
27540,1993,5.8,Family,Fantasy,Music
27541,1993,6.7,Drama,,
27542,1991,6.1,Comedy,,
27543,1993,7.6,Drama,,
27544,1992,6.7,Drama,Romance,
27545,1993,6.5,Animation,Adventure,Drama
27546,1993,6.7,Action,Drama,
27547,1993,6.8,Comedy,Drama,
27548,1993,6.0,Drama,,
27549,1992,7.2,Biography,Drama,Fantasy
27550,1992,5.2,Action,,
27551,1993,4.0,Crime,Action,Thriller
27552,1995,4.0,Horror,,
27553,1993,6.6,Comedy,,
27554,1993,8.2,Drama,,
27555,1992,5.2,Comedy,,
27556,1993,5.2,Drama,Romance,Western
27557,1993,5.7,Action,Drama,Romance
27558,1993,5.2,Comedy,Drama,
27559,1993,4.6,Drama,,
27560,1993,7.1,Comedy,,
27561,1993,3.9,Comedy,,
27562,1993,6.6,Crime,Drama,Mystery
27563,1994,6.6,Comedy,Romance,
27564,1993,5.7,History,,
27565,1993,6.5,Drama,Mystery,Thriller
27566,1993,6.1,Comedy,Crime,
27567,1993,7.6,Crime,Drama,Thriller
27568,1992,6.6,Drama,,
27569,1993,6.3,Comedy,,
27570,1993,7.7,Drama,,
27571,1993,4.5,Action,Adventure,Sci-Fi
27572,1993,5.6,Action,Drama,
27573,1993,7.6,Drama,Music,Romance
27574,1993,4.0,Romance,Drama,
27575,1993,4.3,Comedy,Drama,
27576,1992,5.6,Drama,War,
27577,1993,6.1,Drama,Romance,
27578,1993,3.2,Action,Crime,Drama
27579,1993,6.1,Action,Crime,Drama
27580,1993,5.5,Western,,
27581,1992,5.1,Comedy,,
27582,1993,4.5,Adventure,Comedy,Family
27583,1991,6.8,Animation,Adventure,Comedy
27584,1993,5.9,Drama,,
27585,1993,4.1,Crime,Drama,Thriller
27586,1993,6.5,Action,Drama,Romance
27587,1993,5.0,Drama,Horror,Thriller
27588,1993,5.2,Drama,Thriller,
27589,1993,6.5,Drama,,
27590,1993,5.3,Action,Crime,
27591,1993,5.4,Action,Crime,Drama
27592,1993,7.4,Drama,Comedy,
27593,1992,6.6,Comedy,Drama,
27594,1993,5.5,Crime,Drama,Thriller
27595,1993,5.2,Comedy,,
27596,1994,5.6,Action,,
27597,1993,7.8,Drama,Romance,
27598,1992,5.3,Action,Comedy,
27599,1993,5.9,Horror,,
27600,1993,2.7,Action,Sci-Fi,
27601,1993,5.0,Drama,,
27602,1992,5.6,Comedy,,
27603,1993,4.4,Action,Drama,Sport
27604,1993,6.4,Comedy,Drama,
27605,1993,6.3,Action,Crime,Drama
27606,1993,6.7,Adventure,Comedy,Musical
27607,1993,4.1,Action,Crime,Sci-Fi
27608,1993,4.2,Action,Sci-Fi,
27609,1993,4.7,Action,Thriller,
27610,1993,6.6,Crime,Drama,Romance
27611,1993,6.1,Comedy,Family,Fantasy
27612,1993,4.9,Action,Drama,Musical
27613,1993,5.0,Comedy,,
27614,1993,5.5,Drama,Sci-Fi,Thriller
27615,1992,5.0,Mystery,Thriller,
27616,1993,7.0,Drama,Romance,
27617,1993,7.2,Drama,,
27618,1993,7.5,Biography,Drama,Sport
27619,1993,6.4,Action,,
27620,1992,6.9,Comedy,,
27621,1993,4.2,Comedy,,
27622,1993,5.8,Romance,Drama,
27623,1993,7.2,Drama,,
27624,1993,6.7,Comedy,Musical,
27625,1992,7.0,Drama,,
27626,1993,7.8,Comedy,Drama,Family
27627,1993,6.9,Drama,,
27628,1994,3.8,Mystery,Thriller,
27629,1993,8.9,Biography,Drama,History
27630,1993,5.8,Horror,,
27631,1993,6.6,Action,Crime,Drama
27632,1993,7.4,Biography,Drama,
27633,1993,6.6,Drama,War,
27634,1993,7.2,Animation,Adventure,Sci-Fi
27635,1993,4.4,Drama,,
27636,1993,7.3,Drama,Family,Fantasy
27637,1993,7.1,Action,Comedy,Fantasy
27638,1993,6.4,Family,Fantasy,
27639,1993,6.8,Action,Biography,History
27640,1993,6.3,Drama,,
27641,1993,6.1,Action,,
27642,1993,4.7,Action,Drama,Horror
27643,1993,7.3,Biography,Drama,Romance
27644,1993,6.1,Fantasy,Comedy,
27645,1993,7.7,Comedy,Drama,
27646,1993,6.1,Drama,War,
27647,1993,5.3,Drama,Horror,Western
27648,1993,5.8,Drama,Family,
27649,1993,4.1,Crime,Thriller,
27650,1993,5.0,Crime,Thriller,
27651,1993,6.3,Crime,Drama,Romance
27652,1993,5.0,Drama,Thriller,
27653,1993,5.6,Comedy,Family,Music
27654,1993,7.5,Action,Crime,Drama
27655,1993,6.8,Comedy,Drama,Mystery
27656,1993,2.7,Comedy,Family,Fantasy
27657,1993,3.4,Action,Horror,Sci-Fi
27658,1993,6.8,Comedy,Drama,Romance
27659,1993,5.1,Drama,Thriller,
27660,1993,7.4,Comedy,Drama,
27661,1993,5.6,Drama,,
27662,1993,3.8,Mystery,Thriller,
27663,1993,6.1,Action,Thriller,War
27664,1993,6.6,Comedy,History,
27665,1992,5.4,Family,Fantasy,
27666,1993,6.4,Comedy,Romance,
27667,1992,7.6,Comedy,Crime,
27668,1992,4.8,Comedy,,
27669,1993,4.5,Adventure,Comedy,Crime
27670,1993,6.5,Drama,,
27671,1993,6.2,Drama,Mystery,Romance
27672,1993,5.8,Comedy,Drama,Romance
27673,1993,3.9,Comedy,Crime,
27674,1993,7.5,Action,Comedy,Crime
27675,1993,7.7,Drama,Music,
27676,1993,6.5,Drama,,
27677,1993,7.6,Comedy,Drama,
